state_name,state_code,county_name,county_code,year,value
ILLINOIS,17,WABASH,185,2008,7276500
KANSAS,20,BOURBON,11,2016,1815200
TEXAS,48,LAMAR,277,2010,1397000
NEBRASKA,31,SAUNDERS,155,2012,20601000
MICHIGAN,26,SHIAWASSEE,155,2008,7860000
NEW YORK,36,MADISON,53,2019,1672000
INDIANA,18,SPENCER,147,2010,8626000
WISCONSIN,55,MONROE,81,2000,5348000
WISCONSIN,55,COLUMBIA,21,2019,17315000
MISSISSIPPI,28,CALHOUN,13,2018,1035000
ILLINOIS,17,PIATT,147,2005,23598000
MISSISSIPPI,28,COAHOMA,27,2019,4405000
MICHIGAN,26,ALLEGAN,5,2001,8350000
ILLINOIS,17,SALINE,165,2018,6036000
MINNESOTA,27,MARTIN,91,2019,36610000
KENTUCKY,21,MEADE,163,2007,1728000
INDIANA,18,SHELBY,145,2012,6330000
IOWA,19,MITCHELL,131,2015,29583000
IOWA,19,BUENA VISTA,21,2003,25600000
ILLINOIS,17,MASON,125,2017,23572000
IOWA,19,LINN,113,2010,24870000
INDIANA,18,BOONE,11,2000,14443700
WISCONSIN,55,BURNETT,13,2012,1470000
IOWA,19,CLAYTON,43,2012,23338000
WISCONSIN,55,CALUMET,15,2000,3946000
LOUISIANA,22,CATAHOULA,25,2004,2910000
INDIANA,18,CLINTON,23,2002,17541300
MISSOURI,29,LINCOLN,113,2007,5362000
NEW YORK,36,STEUBEN,101,2019,3716000
ILLINOIS,17,UNION,181,2010,1715000
KENTUCKY,21,LOGAN,141,2015,10119000
NEBRASKA,31,DAWSON,47,2006,33769400
GEORGIA,13,MITCHELL,205,2014,2819000
PENNSYLVANIA,42,PERRY,99,2018,2065000
MINNESOTA,27,MARSHALL,89,2014,3160000
NEW YORK,36,ONEIDA,65,2019,2964000
TEXAS,48,COLORADO,89,2013,1025600
OHIO,39,PAULDING,125,2006,6747300
KENTUCKY,21,SHELBY,211,2014,2910000
MINNESOTA,27,CHISAGO,25,2013,3760000
IOWA,19,MITCHELL,131,2000,19294000
MINNESOTA,27,CARVER,19,2018,9471000
MICHIGAN,26,BAY,17,2005,6720000
MINNESOTA,27,NOBLES,105,2018,33085000
INDIANA,18,JEFFERSON,77,2015,2520000
PENNSYLVANIA,42,ADAMS,1,2017,3350000
SOUTH CAROLINA,45,DARLINGTON,31,2006,2016000
MISSOURI,29,LINCOLN,113,2006,4290000
NEBRASKA,31,THAYER,169,2008,22945600
IOWA,19,MONONA,133,2006,17845000
OHIO,39,FAYETTE,47,2018,16100000
MARYLAND,24,QUEEN ANNES,35,2009,7290000
OHIO,39,HOLMES,75,2015,2150000
ILLINOIS,17,FULTON,57,2015,21989000
MINNESOTA,27,POPE,121,2007,12362800
INDIANA,18,PORTER,127,2004,11102300
WISCONSIN,55,POLK,95,2008,5270000
MARYLAND,24,WORCESTER,47,2015,5160000
NORTH CAROLINA,37,PERQUIMANS,143,2001,1995000
KANSAS,20,KINGMAN,95,2001,1150000
ARKANSAS,5,LONOKE,85,2013,8860000
MISSOURI,29,ST CHARLES,183,2012,3081000
ARKANSAS,5,CLAY,21,2015,4557000
TEXAS,48,SWISHER,437,2019,1250000
IOWA,19,CLAYTON,43,2003,20150000
NORTH CAROLINA,37,PENDER,141,2004,1425000
NEBRASKA,31,HALL,79,2006,33309300
SOUTH DAKOTA,46,LYMAN,85,2009,3728000
NEBRASKA,31,CLAY,35,2002,21005600
IOWA,19,WINNEBAGO,189,2015,25267000
INDIANA,18,BENTON,7,2004,20840300
MISSISSIPPI,28,ISSAQUENA,55,2017,2348000
IOWA,19,KEOKUK,107,2006,17062000
INDIANA,18,ALLEN,3,2000,10133800
PENNSYLVANIA,42,LYCOMING,81,2003,2271300
MICHIGAN,26,GRATIOT,57,2001,8370000
NEBRASKA,31,GAGE,67,2010,20592000
NEBRASKA,31,JEFFERSON,95,2007,13624500
ARKANSAS,5,SAINT FRANCIS,123,2013,3000000
ILLINOIS,17,UNION,181,2003,1625400
INDIANA,18,MIAMI,103,2016,10700000
OHIO,39,DELAWARE,41,2007,6796000
TEXAS,48,MOORE,341,2010,14762900
PENNSYLVANIA,42,CUMBERLAND,41,2018,4150000
IOWA,19,CASS,29,2001,14559000
IOWA,19,AUDUBON,9,2008,19700000
ILLINOIS,17,CALHOUN,13,2008,3236100
SOUTH DAKOTA,46,DEUEL,39,2006,7136000
NORTH CAROLINA,37,CUMBERLAND,51,2016,1181000
MISSOURI,29,LAFAYETTE,107,2004,16555000
OHIO,39,PUTNAM,137,2019,6950000
NEW YORK,36,MONTGOMERY,57,2009,1056200
ILLINOIS,17,HENDERSON,71,2018,18809000
PENNSYLVANIA,42,BUTLER,19,2001,1400600
MICHIGAN,26,TUSCOLA,157,2012,14106000
WISCONSIN,55,MARATHON,73,2017,8051000
TEXAS,48,OCHILTREE,357,2008,4408000
KENTUCKY,21,LYON,143,2019,1796000
MISSOURI,29,PERRY,157,2001,3571000
NEBRASKA,31,MORRILL,123,2014,11128000
PENNSYLVANIA,42,CUMBERLAND,41,2019,5350000
KENTUCKY,21,DAVIESS,59,2006,9149400
ILLINOIS,17,PEORIA,143,2000,15734200
KANSAS,20,RENO,155,2000,3075000
VIRGINIA,51,KING AND QUEEN,97,2013,1854000
KANSAS,20,HARVEY,79,2003,3302000
SOUTH DAKOTA,46,AURORA,3,2006,1684000
NEBRASKA,31,CLAY,35,2018,34099000
ARKANSAS,5,CHICOT,17,2005,1820000
MISSOURI,29,RALLS,173,2008,5892000
MINNESOTA,27,FARIBAULT,43,2003,33150000
OHIO,39,RICHLAND,139,2012,4533000
TEXAS,48,HUTCHINSON,233,2003,2125000
COLORADO,8,WELD,123,2012,17263000
INDIANA,18,WHITLEY,183,2002,5465600
OKLAHOMA,40,CIMARRON,25,2002,2800000
IOWA,19,WARREN,181,2008,9200000
NORTH DAKOTA,38,LOGAN,47,2012,4440000
TEXAS,48,HARTLEY,205,2010,24898000
KANSAS,20,MIAMI,121,2008,1530000
SOUTH DAKOTA,46,MARSHALL,91,2016,19381000
MISSOURI,29,BOONE,19,2003,1955000
OHIO,39,SANDUSKY,143,2008,7900000
GEORGIA,13,COFFEE,69,2013,1963000
NEBRASKA,31,LINCOLN,111,2009,34972000
IOWA,19,APPANOOSE,7,2008,2900000
IOWA,19,DES MOINES,57,2009,12700000
IOWA,19,UNION,175,2007,9279000
KENTUCKY,21,FULTON,75,2019,4625000
KENTUCKY,21,GREEN,87,2014,1223000
MINNESOTA,27,FREEBORN,47,2006,30915100
MISSOURI,29,KNOX,103,2004,5789000
ILLINOIS,17,RANDOLPH,157,2000,7301700
MISSOURI,29,CLAY,47,2014,2449000
MINNESOTA,27,PINE,115,2012,2572000
OHIO,39,PAULDING,125,2014,11733000
ILLINOIS,17,PEORIA,143,2010,18594000
MISSOURI,29,NODAWAY,147,2014,24871000
VIRGINIA,51,SUFFOLK CITY,800,2014,1080000
MINNESOTA,27,FILLMORE,45,2019,33243000
MICHIGAN,26,INGHAM,65,2003,6520000
MISSOURI,29,CLARK,45,2002,5249000
ILLINOIS,17,WARREN,187,2017,37667000
INDIANA,18,NOBLE,113,2013,10584000
NEBRASKA,31,FRANKLIN,61,2002,9006100
TEXAS,48,GRAY,179,2012,1263000
MINNESOTA,27,GOODHUE,49,2004,23656200
ILLINOIS,17,WHITE,193,2002,6021400
COLORADO,8,MORGAN,87,2002,10595000
SOUTH DAKOTA,46,TRIPP,123,2015,8018000
MISSOURI,29,CLAY,47,2015,1384000
KANSAS,20,SHERMAN,181,2017,20113000
ILLINOIS,17,MORGAN,137,2015,25935000
PENNSYLVANIA,42,HUNTINGDON,61,2017,1999000
MICHIGAN,26,MISSAUKEE,113,2008,1070000
INDIANA,18,MADISON,95,2003,12215200
TEXAS,48,GRAY,179,2015,1751000
NORTH CAROLINA,37,YADKIN,197,2018,1405000
KENTUCKY,21,TRIGG,221,2011,2974000
SOUTH DAKOTA,46,LAKE,79,2018,21141000
TENNESSEE,47,HENDERSON,77,2005,1100000
MICHIGAN,26,CASS,27,2016,12200000
KANSAS,20,PHILLIPS,147,2012,1178000
NEBRASKA,31,MORRILL,123,2002,7428600
LOUISIANA,22,CATAHOULA,25,2000,1440000
MICHIGAN,26,HURON,63,2011,15280000
INDIANA,18,GRANT,53,2018,14000000
KANSAS,20,JEFFERSON,87,2019,5806000
INDIANA,18,NEWTON,111,2001,13688600
SOUTH DAKOTA,46,TURNER,125,2011,22336000
KANSAS,20,MORTON,129,2008,3311000
ILLINOIS,17,ADAMS,1,2012,12241000
ILLINOIS,17,WOODFORD,203,2006,25877400
OHIO,39,HARDIN,65,2007,13490600
NORTH CAROLINA,37,CURRITUCK,53,2006,1324000
IOWA,19,PALO ALTO,147,2007,31518000
ILLINOIS,17,CASS,17,2018,18258000
IOWA,19,WEBSTER,187,2018,36311000
MISSISSIPPI,28,SHARKEY,125,2001,2260000
ILLINOIS,17,GALLATIN,59,2015,11539000
MISSOURI,29,DUNKLIN,69,2009,4167000
SOUTH DAKOTA,46,BENNETT,7,2009,1557000
CALIFORNIA,6,YOLO,113,2013,2610000
TEXAS,48,SHERMAN,421,2000,16142000
WISCONSIN,55,BUFFALO,11,2018,9679000
INDIANA,18,GREENE,55,2007,7754100
MICHIGAN,26,MASON,105,2008,1200000
OHIO,39,WARREN,165,2005,2914900
SOUTH DAKOTA,46,HANSON,61,2005,6215000
NORTH CAROLINA,37,CUMBERLAND,51,2006,1140000
TEXAS,48,CAMERON,61,2019,2820000
KENTUCKY,21,MUHLENBERG,177,2003,1463700
IOWA,19,DUBUQUE,61,2015,27104000
ILLINOIS,17,SCHUYLER,169,2000,9555900
OHIO,39,LOGAN,91,2016,10600000
TENNESSEE,47,HAYWOOD,75,2010,1766000
KANSAS,20,REPUBLIC,157,2003,4833000
SOUTH CAROLINA,45,LEE,61,2009,2923800
OHIO,39,CLERMONT,25,2016,2260000
OHIO,39,HARDIN,65,2013,17448000
INDIANA,18,RUSH,139,2010,15801000
SOUTH DAKOTA,46,LAKE,79,2012,16135000
MARYLAND,24,WICOMICO,45,2006,3120000
MISSOURI,29,SCOTLAND,199,2012,2727000
NORTH DAKOTA,38,MCLEAN,55,2008,1452000
ILLINOIS,17,CHAMPAIGN,19,2007,59408000
ILLINOIS,17,JERSEY,83,2004,12700200
OHIO,39,PIKE,131,2010,1370000
INDIANA,18,VIGO,167,2008,6148000
IOWA,19,CHEROKEE,35,2018,30455000
MISSOURI,29,LAFAYETTE,107,2017,20619000
COLORADO,8,OTERO,89,2000,3090000
IOWA,19,MITCHELL,131,2013,16773000
SOUTH DAKOTA,46,LINCOLN,83,2006,18418000
NEW YORK,36,SENECA,99,2001,3400500
SOUTH DAKOTA,46,JERAULD,73,2003,2738000
KANSAS,20,DONIPHAN,43,2017,15256000
TEXAS,48,NAVARRO,349,2002,1155000
INDIANA,18,MONTGOMERY,107,2013,23704000
TEXAS,48,HANSFORD,195,2012,9721000
IOWA,19,JEFFERSON,101,2009,11463000
MINNESOTA,27,REDWOOD,127,2016,47156000
TEXAS,48,CARSON,65,2008,4064000
KANSAS,20,MCPHERSON,113,2017,5257000
PENNSYLVANIA,42,CRAWFORD,39,2009,3145000
IOWA,19,DECATUR,53,2005,5408000
IOWA,19,CASS,29,2011,23910000
TEXAS,48,BELL,27,2001,3656000
IOWA,19,FREMONT,71,2015,20115000
TEXAS,48,HUTCHINSON,233,2019,5000000
ILLINOIS,17,JEFFERSON,81,2009,4531400
KANSAS,20,LYON,111,2000,1308000
WISCONSIN,55,ST CROIX,109,2008,9030000
ARKANSAS,5,JEFFERSON,69,2015,6335000
TEXAS,48,OCHILTREE,357,2000,2530000
KENTUCKY,21,SHELBY,211,2012,2300000
MINNESOTA,27,WASECA,161,2019,20691000
MARYLAND,24,CAROLINE,11,2019,6157000
ILLINOIS,17,MONTGOMERY,135,2002,19794600
NORTH DAKOTA,38,GRIGGS,39,2010,2961000
KANSAS,20,LINN,107,2004,1354000
INDIANA,18,JACKSON,71,2009,9100000
COLORADO,8,CHEYENNE,17,2016,4595000
INDIANA,18,WARRICK,173,2004,5263800
ILLINOIS,17,PULASKI,153,2013,3619000
MISSOURI,29,OSAGE,151,2018,1440000
KANSAS,20,GRAHAM,65,2001,2790000
WISCONSIN,55,POLK,95,2016,9159000
OHIO,39,RICHLAND,139,2006,3543300
IOWA,19,EMMET,63,2000,17954000
MISSOURI,29,DADE,57,2019,2183000
MINNESOTA,27,WILKIN,167,2007,9322500
OHIO,39,MADISON,97,2006,13611200
NEBRASKA,31,WAYNE,179,2017,22957000
KANSAS,20,RAWLINS,153,2006,2007900
INDIANA,18,SPENCER,147,2004,7102800
MISSOURI,29,AUDRAIN,7,2008,9908000
MISSOURI,29,CLARK,45,2000,8115000
WISCONSIN,55,POLK,95,2004,5670000
COLORADO,8,MORGAN,87,2018,6396000
NEBRASKA,31,FURNAS,65,2006,7019700
ILLINOIS,17,MERCER,131,2018,32244000
SOUTH DAKOTA,46,LAKE,79,2006,13558000
INDIANA,18,NOBLE,113,2009,9490000
ILLINOIS,17,STEPHENSON,177,2014,33797000
MISSISSIPPI,28,TUNICA,143,2014,3650000
OHIO,39,WAYNE,169,2014,7170000
NEW YORK,36,WAYNE,117,2008,4402300
VIRGINIA,51,RICHMOND,159,2013,1645000
NEW YORK,36,MONROE,55,2016,2552000
NEBRASKA,31,SARPY,153,2005,5148600
INDIANA,18,CLARK,19,2003,1818900
MINNESOTA,27,STEVENS,149,2011,17165000
ARKANSAS,5,WOODRUFF,147,2001,2482000
ILLINOIS,17,JERSEY,83,2000,10384200
NORTH DAKOTA,38,MCINTOSH,51,2000,1255600
IOWA,19,WRIGHT,197,2003,28900000
IOWA,19,MONONA,133,2008,28500000
MINNESOTA,27,ISANTI,59,2002,4121000
WISCONSIN,55,JACKSON,53,2019,6117000
NEBRASKA,31,HAYES,85,2014,10376000
INDIANA,18,POSEY,129,2018,14200000
MICHIGAN,26,HURON,63,2013,16550000
ILLINOIS,17,MARION,121,2013,11724000
INDIANA,18,PULASKI,131,2013,19397000
KENTUCKY,21,BALLARD,7,2009,4355000
MISSOURI,29,LEWIS,111,2007,7777000
OHIO,39,FAIRFIELD,45,2017,11400000
NORTH CAROLINA,37,PASQUOTANK,139,2001,2985000
GEORGIA,13,BURKE,33,2018,1873000
NORTH DAKOTA,38,MCLEAN,55,2014,8404000
NORTH CAROLINA,37,SAMPSON,163,2008,2450000
NEBRASKA,31,SCOTTS BLUFF,157,2003,9925600
MICHIGAN,26,LENAWEE,91,2012,10230000
NEBRASKA,31,HOWARD,93,2009,19220000
IOWA,19,TAMA,171,2004,30500000
TEXAS,48,SWISHER,437,2006,2129000
WISCONSIN,55,MARINETTE,75,2006,2750000
OHIO,39,HOLMES,75,2003,3809100
ILLINOIS,17,TAZEWELL,179,2014,32540000
NORTH CAROLINA,37,TYRRELL,177,2017,3830000
ILLINOIS,17,HENRY,73,2015,44058000
TEXAS,48,FALLS,145,2002,7456000
VIRGINIA,51,CHESAPEAKE CITY,550,2016,1268000
INDIANA,18,FULTON,49,2009,13780000
ILLINOIS,17,MONROE,133,2005,6656000
VIRGINIA,51,SURRY,181,2016,1211000
NEBRASKA,31,KEARNEY,99,2014,27687000
MICHIGAN,26,KALAMAZOO,77,2015,7620000
NORTH CAROLINA,37,PAMLICO,137,2000,1070000
NEBRASKA,31,OTOE,131,2007,15383400
WISCONSIN,55,FOND DU LAC,39,2019,12892000
INDIANA,18,HARRISON,61,2018,3500000
ILLINOIS,17,GALLATIN,59,2001,11811600
ILLINOIS,17,FORD,53,2011,21766000
IOWA,19,DAVIS,51,2000,4744000
IOWA,19,DUBUQUE,61,2009,22881000
ILLINOIS,17,FRANKLIN,55,2003,2561200
OHIO,39,HIGHLAND,71,2016,6650000
IOWA,19,LYON,119,2000,23144000
OHIO,39,VAN WERT,161,2013,14840000
WISCONSIN,55,KEWAUNEE,61,2013,2912000
TEXAS,48,WILLIAMSON,491,2005,7088000
MARYLAND,24,ST MARYS,37,2009,1060000
IOWA,19,DALLAS,49,2014,27348000
MINNESOTA,27,CARVER,19,2006,8850900
KENTUCKY,21,WARREN,227,2002,3212500
ILLINOIS,17,JO DAVIESS,85,2019,18075000
WISCONSIN,55,GREEN,45,2001,9565000
IOWA,19,CLINTON,45,2014,36896000
MARYLAND,24,KENT,29,2016,7095000
NORTH DAKOTA,38,TRAILL,97,2001,3010800
INDIANA,18,ST. JOSEPH,141,2002,8621800
OHIO,39,MUSKINGUM,119,2007,2521300
IOWA,19,OSCEOLA,143,2004,21540000
INDIANA,18,WARREN,171,2018,16100000
SOUTH DAKOTA,46,HUGHES,65,2017,3515000
TENNESSEE,47,LINCOLN,103,2008,1248000
MICHIGAN,26,CASS,27,2004,9550000
PENNSYLVANIA,42,YORK,133,2010,9697000
MINNESOTA,27,MEEKER,93,2001,12450000
MINNESOTA,27,PIPESTONE,117,2009,16774000
KANSAS,20,HASKELL,81,2012,14874000
NEBRASKA,31,KEYA PAHA,103,2015,2522900
NEBRASKA,31,MORRILL,123,2006,9561800
NEW MEXICO,35,UNION,59,2005,4511300
INDIANA,18,LAGRANGE,87,2011,6440000
MISSISSIPPI,28,SUNFLOWER,133,2008,8016000
ARKANSAS,5,WOODRUFF,147,2009,1654000
KENTUCKY,21,FULTON,75,2012,2169000
NORTH CAROLINA,37,TYRRELL,177,2012,3915000
IOWA,19,CHEROKEE,35,2008,27300000
WISCONSIN,55,CRAWFORD,23,2017,5070000
TEXAS,48,GRAY,179,2007,1421000
ILLINOIS,17,PIATT,147,2006,25498200
MISSOURI,29,GRUNDY,79,2011,4710000
OHIO,39,UNION,159,2019,6900000
NORTH DAKOTA,38,FOSTER,31,2010,3715000
NEBRASKA,31,POLK,143,2012,21381000
VIRGINIA,51,ISLE OF WIGHT,93,2001,1035500
WISCONSIN,55,DUNN,33,2007,9450000
KANSAS,20,FORD,57,2005,7555000
MICHIGAN,26,WASHTENAW,161,2011,5780000
TEXAS,48,CALHOUN,57,2000,1406000
IOWA,19,KEOKUK,107,2012,13586000
IOWA,19,WORTH,195,2006,19168000
INDIANA,18,PARKE,121,2000,8700700
IOWA,19,POLK,153,2010,11780000
MISSOURI,29,BATES,13,2004,6173000
OHIO,39,PORTAGE,133,2005,1771900
VIRGINIA,51,ROCKINGHAM,165,2014,2270000
NORTH DAKOTA,38,BARNES,3,2011,11029000
SOUTH CAROLINA,45,ORANGEBURG,75,2014,4036000
MINNESOTA,27,WADENA,159,2018,2480000
INDIANA,18,TIPTON,159,2015,12000000
WISCONSIN,55,WAUPACA,135,2002,5129000
MISSISSIPPI,28,SUNFLOWER,133,2001,2192000
MISSOURI,29,CHARITON,41,2004,11296000
WISCONSIN,55,EAU CLAIRE,35,2000,4818000
IOWA,19,EMMET,63,2013,19864000
SOUTH DAKOTA,46,SPINK,115,2006,12805000
SOUTH DAKOTA,46,CORSON,31,2014,4885000
NEW YORK,36,MONTGOMERY,57,2008,1520300
OHIO,39,LORAIN,93,2011,2530000
INDIANA,18,ADAMS,1,2019,6380000
PENNSYLVANIA,42,BLAIR,13,2013,2355000
IOWA,19,WARREN,181,2001,8186000
MISSISSIPPI,28,BOLIVAR,11,2000,1037000
GEORGIA,13,LEE,177,2012,1965000
INDIANA,18,DUBOIS,37,2004,9202300
ILLINOIS,17,JEFFERSON,81,2017,5588000
ARKANSAS,5,LEE,77,2010,2914000
KENTUCKY,21,MARION,155,2000,1073000
MINNESOTA,27,MORRISON,97,2010,11948000
INDIANA,18,FOUNTAIN,45,2016,18600000
WISCONSIN,55,GREEN,45,2015,14996000
NEBRASKA,31,RED WILLOW,145,2007,10596500
INDIANA,18,DUBOIS,37,2015,9600000
INDIANA,18,GIBSON,51,2017,17900000
WISCONSIN,55,LAFAYETTE,65,2002,16200000
ARKANSAS,5,JEFFERSON,69,2009,3912000
MISSOURI,29,ADAIR,1,2011,1668000
ILLINOIS,17,JOHNSON,87,2000,1207800
PENNSYLVANIA,42,FRANKLIN,55,2001,3149200
NEBRASKA,31,CUMING,39,2009,30320000
MISSOURI,29,MACON,121,2007,4207000
ILLINOIS,17,CUMBERLAND,35,2007,12782000
KENTUCKY,21,MARION,155,2016,2131000
NEBRASKA,31,BUTLER,23,2005,19983300
MISSOURI,29,PETTIS,159,2012,2230000
WISCONSIN,55,KENOSHA,59,2015,4776000
INDIANA,18,MARSHALL,99,2003,12915500
KENTUCKY,21,DAVIESS,59,2004,9679800
NEBRASKA,31,DOUGLAS,55,2017,4295000
KENTUCKY,21,NELSON,179,2010,1706000
IOWA,19,IDA,93,2004,20900000
OHIO,39,CLERMONT,25,2007,2035200
ARKANSAS,5,LAFAYETTE,73,2017,1908000
IOWA,19,CASS,29,2004,23850000
INDIANA,18,TIPPECANOE,157,2015,13900000
NEBRASKA,31,HARLAN,83,2015,17623000
WASHINGTON,53,GRANT,25,2004,8290000
IOWA,19,CLINTON,45,2010,33050000
PENNSYLVANIA,42,LEHIGH,77,2005,2398000
KENTUCKY,21,OHIO,183,2003,3384000
NEBRASKA,31,HAMILTON,81,2000,29636700
NEBRASKA,31,HAMILTON,81,2013,41546000
MISSOURI,29,CLARK,45,2001,4949000
INDIANA,18,PERRY,123,2000,1204800
NEBRASKA,31,ROCK,149,2014,3677000
IOWA,19,MADISON,121,2006,9709000
KANSAS,20,CRAWFORD,37,2004,4099000
OHIO,39,ROSS,141,2004,7291000
KANSAS,20,JEFFERSON,87,2011,4760000
COLORADO,8,YUMA,125,2002,34960000
WISCONSIN,55,VERNON,123,2000,4932000
SOUTH DAKOTA,46,HUGHES,65,2014,4484000
IOWA,19,MAHASKA,123,2001,15304000
NORTH CAROLINA,37,SAMPSON,163,2002,1625000
IOWA,19,DUBUQUE,61,2018,29953000
MISSOURI,29,CALLAWAY,27,2014,5812000
SOUTH DAKOTA,46,POTTER,107,2007,9009000
KANSAS,20,COFFEY,31,2002,1813000
SOUTH DAKOTA,46,LAKE,79,2010,17290000
ILLINOIS,17,PIATT,147,2009,28163700
IOWA,19,ADAMS,3,2010,9610000
NEBRASKA,31,NANCE,125,2014,14244000
NEBRASKA,31,GREELEY,77,2005,11409900
TENNESSEE,47,HENRY,79,2000,3350000
TEXAS,48,LAMAR,277,2012,1524000
MISSOURI,29,MISSISSIPPI,133,2017,8744000
INDIANA,18,BOONE,11,2012,9190000
MISSOURI,29,ANDREW,3,2016,8738000
KENTUCKY,21,NELSON,179,2004,1687200
WISCONSIN,55,EAU CLAIRE,35,2003,3932000
SOUTH CAROLINA,45,WILLIAMSBURG,89,2018,1868000
MINNESOTA,27,SCOTT,139,2006,5347500
IOWA,19,WEBSTER,187,2016,45684000
INDIANA,18,VIGO,167,2003,7595900
ARKANSAS,5,PHILLIPS,107,2013,10990000
MARYLAND,24,CAROLINE,11,2008,4490000
MINNESOTA,27,ROCK,133,2014,19743000
MISSOURI,29,SALINE,195,2003,15917000
IOWA,19,PLYMOUTH,149,2000,25491000
MINNESOTA,27,WRIGHT,171,2004,10481100
KANSAS,20,WILSON,205,2003,1854000
NEW YORK,36,ONTARIO,69,2010,4619000
IOWA,19,LOUISA,115,2011,11975000
MISSOURI,29,BUTLER,23,2002,1604000
TEXAS,48,SAN PATRICIO,409,2000,1642000
KENTUCKY,21,SIMPSON,213,2001,4774200
MINNESOTA,27,POPE,121,2010,17695000
KANSAS,20,NEOSHO,133,2004,2687000
IOWA,19,POWESHIEK,157,2011,27050000
WISCONSIN,55,IOWA,49,2014,12861000
IOWA,19,CLINTON,45,2016,40280000
KANSAS,20,MONTGOMERY,125,2001,1507000
MICHIGAN,26,OGEMAW,129,2010,1230000
WISCONSIN,55,SAUK,111,2015,11686000
NEBRASKA,31,BOX BUTTE,13,2001,7300000
WISCONSIN,55,LAFAYETTE,65,2001,13895000
KANSAS,20,GRAY,69,2018,12289000
NORTH CAROLINA,37,CARTERET,31,2003,1630000
IOWA,19,LINN,113,2015,28041000
WISCONSIN,55,SAUK,111,2016,13420000
SOUTH DAKOTA,46,CLARK,25,2010,10153000
MINNESOTA,27,WILKIN,167,2008,11150000
INDIANA,18,MADISON,95,2010,14987000
ILLINOIS,17,FAYETTE,51,2004,19032300
NEBRASKA,31,BOONE,11,2005,26361600
NEBRASKA,31,PHELPS,137,2017,38850000
MISSISSIPPI,28,ISSAQUENA,55,2005,2205200
KANSAS,20,MARION,115,2007,1774000
OHIO,39,PICKAWAY,129,2016,15500000
WISCONSIN,55,SHAWANO,115,2005,6620000
ARKANSAS,5,POINSETT,111,2019,5910000
IOWA,19,HAMILTON,79,2005,33271000
WISCONSIN,55,SHEBOYGAN,117,2008,5020000
ILLINOIS,17,EFFINGHAM,49,2001,11956800
NORTH CAROLINA,37,COLUMBUS,47,2005,3360000
ILLINOIS,17,CRAWFORD,33,2010,13033000
OHIO,39,MIAMI,109,2002,5006700
ILLINOIS,17,LIVINGSTON,105,2011,49781000
PENNSYLVANIA,42,BERKS,11,2011,4361000
WISCONSIN,55,PIERCE,93,2000,7818000
MINNESOTA,27,MCLEOD,85,2015,21480000
KENTUCKY,21,GRAVES,83,2011,9132000
COLORADO,8,ADAMS,1,2001,1295000
TEXAS,48,FORT BEND,157,2008,1142000
PENNSYLVANIA,42,FRANKLIN,55,2014,6280000
SOUTH DAKOTA,46,CLAY,27,2004,16775000
INDIANA,18,HENRY,65,2003,11590400
NEBRASKA,31,RED WILLOW,145,2002,5214300
ARKANSAS,5,LAFAYETTE,73,2019,1380000
INDIANA,18,PARKE,121,2008,8674000
IOWA,19,JASPER,99,2006,27960000
OHIO,39,FULTON,51,2011,12200000
WISCONSIN,55,BUFFALO,11,2015,8331000
ILLINOIS,17,MENARD,129,2016,17062000
WISCONSIN,55,ROCK,105,2005,22200000
MISSOURI,29,WARREN,219,2003,1952000
ILLINOIS,17,HENRY,73,2000,31311000
MISSOURI,29,CARROLL,33,2019,7977000
MARYLAND,24,WORCESTER,47,2007,3620000
OHIO,39,LORAIN,93,2012,4083000
WISCONSIN,55,WASHBURN,129,2012,1360000
NEW YORK,36,CORTLAND,23,2014,1214000
KANSAS,20,DECATUR,39,2007,7734000
MINNESOTA,27,STEELE,147,2001,12916800
IOWA,19,SHELBY,165,2001,21124000
KANSAS,20,MCPHERSON,113,2011,3055000
MISSOURI,29,LIVINGSTON,117,2016,7604000
NORTH DAKOTA,38,LA MOURE,45,2000,6155500
IOWA,19,RINGGOLD,159,2000,5933000
MINNESOTA,27,WASHINGTON,163,2005,3444000
MINNESOTA,27,SHERBURNE,141,2004,3849300
ILLINOIS,17,DE KALB,37,2008,43848000
MINNESOTA,27,COTTONWOOD,33,2004,30537500
MISSOURI,29,LINCOLN,113,2000,7329000
KENTUCKY,21,MARSHALL,157,2007,1410000
LOUISIANA,22,POINTE COUPEE,77,2012,1565000
KANSAS,20,RICE,159,2006,2380800
ILLINOIS,17,KENDALL,93,2016,15984000
IOWA,19,GRUNDY,75,2002,27500000
KANSAS,20,HASKELL,81,2000,25876000
NORTH CAROLINA,37,ONSLOW,133,2016,1425000
INDIANA,18,GRANT,53,2017,10600000
PENNSYLVANIA,42,CRAWFORD,39,2003,2698500
KENTUCKY,21,MARION,155,2015,1965000
OHIO,39,AUGLAIZE,11,2015,8370000
ILLINOIS,17,MACOUPIN,117,2001,25185000
ILLINOIS,17,BUREAU,11,2006,47632800
LOUISIANA,22,RAPIDES,79,2016,1652000
KANSAS,20,STANTON,187,2003,7695000
NORTH CAROLINA,37,EDGECOMBE,65,2013,1570000
PENNSYLVANIA,42,HUNTINGDON,61,2015,1750000
ILLINOIS,17,MONROE,133,2013,7098000
KENTUCKY,21,WARREN,227,2019,7252000
INDIANA,18,TIPTON,159,2000,11495900
ARKANSAS,5,PHILLIPS,107,2002,2710000
WISCONSIN,55,WAUPACA,135,2007,6480000
